id,title,genres,release_date,runtime,score
15152,"OSS 117: Cairo, Nest of Spies",Crime Action Adventure Comedy,2006-04-05,99.0,6.968474728965587
10032,Van Wilder 2: The Rise of Taj,Comedy,2006-12-01,97.0,5.782528925281753
9796,Turistas,Horror Thriller,2006-12-01,93.0,5.825978470422198
1372,Blood Diamond,Drama Thriller Action,2006-12-07,143.0,7.340804438474731
9986,Charlotte's Web,Comedy Family Fantasy,2006-12-15,97.0,6.034291986827662
2486,Eragon,Fantasy Action Adventure Family,2006-12-14,104.0,5.118934186035413
1246,Rocky Balboa,Drama,2006-12-20,102.0,6.495849031375958
14202,The Painted Veil,Drama Romance,2006-12-09,125.0,6.890760571901303
11170,We Are Marshall,Drama,2006-12-12,124.0,6.596201472609526
1247,The Good Shepherd,Drama Thriller History,2006-12-11,167.0,6.355327318607021
1125,Dreamgirls,Drama,2006-12-25,134.0,6.555252906948505
1646,Freedom Writers,Crime Drama,2007-01-05,123.0,7.258663473372584
1730,INLAND EMPIRE,Horror Drama Mystery Thriller,2006-09-06,180.0,6.854949422837957
1259,Notes on a Scandal,Drama Romance,2006-12-25,92.0,6.729008305615851
9053,DOA: Dead or Alive,Adventure Action Thriller,2006-09-07,87.0,5.64243682272677
1494,Curse of the Golden Flower,Action Drama Fantasy,2006-12-21,114.0,6.544738562679575
1251,Letters from Iwo Jima,Action Adventure Drama War,2006-12-19,141.0,7.036990622637763
9992,Arthur and the Invisibles,Adventure Fantasy Animation Family,2006-12-13,94.0,6.092070855335024
8275,American Pie Presents: The Naked Mile,Comedy,2006-12-07,97.0,5.581520710555808
7457,Alpha Dog,Crime Drama,2006-01-27,122.0,6.5675350143510824
8398,The Hitcher,Action Horror Crime,2007-01-19,84.0,5.938436595498122
1265,Bridge to Terabithia,Adventure Drama Family,2007-02-16,96.0,6.9355086630480285
7516,Smokin' Aces,Action Comedy Crime Thriller,2006-12-09,109.0,6.416796453553102
9760,Epic Movie,Action Adventure Comedy,2007-01-25,86.0,4.260271890568269
9966,The Messengers,Mystery Thriller Horror,2007-02-02,90.0,5.971740196650863
1257,Because I Said So,Comedy,2007-02-02,102.0,6.104447214521821
1248,Hannibal Rising,Crime Drama Thriller,2007-02-06,121.0,6.091736457555357
9757,Norbit,Comedy,2007-02-08,101.0,5.396926454445664
2062,Ratatouille,Animation Comedy Family Fantasy,2007-06-22,111.0,7.46483390020144
2266,"Paris, je t'aime",Drama Romance,2006-05-16,120.0,6.602880198232507
37725,It's a Boy Girl Thing,Comedy Fantasy Romance,2006-12-26,95.0,6.363267229933314
1250,Ghost Rider,Thriller Action Fantasy Horror,2007-02-16,114.0,5.306465158798707
4169,Breach,Drama Thriller Crime History,2007-02-12,110.0,6.4873482453315106
11172,Music and Lyrics,Comedy Music Romance,2007-02-09,96.0,6.260047069877538
3594,The Number 23,Thriller Drama Mystery,2007-02-23,101.0,6.323049223187324
7874,Black Snake Moan,Drama,2006-12-08,116.0,6.5503054396578
4638,Hot Fuzz,Crime Action Comedy,2007-02-14,121.0,7.338546564652042
1738,Next,Action Science Fiction Thriller,2007-04-24,96.0,5.988244532635312
1949,Zodiac,Crime Drama Mystery Thriller,2007-03-02,157.0,7.240970675866395
11199,Wild Hogs,Action Adventure Comedy,2007-03-02,100.0,5.8498478377006355
8965,Atlantis: Milo's Return,Fantasy Animation Science Fiction Family Action,2003-02-25,70.0,5.926915073437806
1271,300,Action Adventure War,2006-12-09,117.0,6.983963121466247
6691,Priceless,Drama Comedy Romance,2006-12-13,104.0,6.431398170508599
1255,The Host,Horror Drama Science Fiction,2006-07-27,119.0,6.648688829944369
2977,Becoming Jane,Drama Romance,2007-03-02,120.0,6.759328482352009
9963,Premonition,Thriller Drama Mystery,2007-02-08,96.0,5.995597665954128
14001,Dead Silence,Horror,2007-03-16,89.0,6.263166398182864
2355,Reign Over Me,Drama,2007-03-23,124.0,6.899548627881449
7485,Shooter,Action Drama Mystery Thriller Crime,2007-03-22,124.0,6.8587760205079915
9793,The Hills Have Eyes 2,Horror Thriller,2007-03-22,89.0,5.595678279496553
1273,TMNT,Adventure Animation Comedy Family,2007-03-23,90.0,6.14886898613109
9075,Black Book,Drama Thriller War,2006-09-01,145.0,6.940567665046261
8270,The Lookout,Crime Drama Thriller,2007-03-09,99.0,6.54518784265779
9955,Blades of Glory,Action Comedy Drama,2007-03-30,93.0,6.024355438944072
1683,The Reaping,Thriller Horror,2007-04-05,99.0,5.8655130459098235
1267,Meet the Robinsons,Animation Comedy Family,2007-03-23,95.0,6.661746899620618
1272,Sunshine,Science Fiction Thriller,2007-04-05,107.0,6.938521397037025
13377,How the Grinch Stole Christmas!,Animation Family Comedy,1966-12-18,26.0,6.97819525561207
7183,Perfect Stranger,Crime Drama Mystery Thriller,2007-04-12,109.0,5.827299288409764
8271,Disturbia,Thriller Drama Mystery,2007-04-12,105.0,6.583117123489753
1534,Pathfinder,Adventure,2007-01-11,99.0,5.915838780602776
1407,La Vie en Rose,Romance Music Drama,2007-02-08,140.0,7.077022451839333
6145,Fracture,Thriller,2007-04-20,113.0,7.0061557246636
10294,Vacancy,Horror Thriller,2007-04-20,80.0,6.133876879753931
13067,In the Land of Women,Romance Comedy Drama,2007-04-16,97.0,6.133666606627631
1268,Mr. Bean's Holiday,Family Comedy,2007-03-22,90.0,6.170990871663569
14636,The Condemned,Action Thriller,2007-04-27,113.0,6.084364944434629
559,Spider-Man 3,Fantasy Action Adventure,2007-05-01,139.0,5.923856073288466
37933,Tales from Earthsea,Adventure Fantasy Animation Science Fiction,2006-07-29,115.0,6.490352314933162
4977,Paprika,Animation Drama Mystery Science Fiction Thriller,2006-10-01,90.0,7.359330406147091
2269,Day Watch,Fantasy Horror,2006-01-01,132.0,6.332649436184014
11798,This Is England,Drama Crime,2006-09-12,101.0,7.120328894227782
4964,Knocked Up,Comedy Romance Drama,2007-06-01,129.0,6.230935910912173
2976,Hairspray,Family Comedy Music Romance,2007-07-13,117.0,6.495294336236887
1562,28 Weeks Later,Horror Thriller Science Fiction,2007-04-26,100.0,6.4969489631340975
810,Shrek the Third,Fantasy Adventure Animation Comedy Family,2007-05-17,93.0,6.030128951865099
5723,Once,Drama Music Romance,2007-03-23,85.0,7.159763879968759
285,Pirates of the Caribbean: At World's End,Adventure Fantasy Action,2007-05-19,169.0,6.885747715467041
12526,Bug,Horror Thriller,2006-05-19,102.0,6.23172573070558
3432,Mr. Brooks,Drama Crime Mystery Thriller,2007-06-01,120.0,6.725710261651102
14207,The Librarian: Quest for the Spear,Thriller Adventure Action Comedy Drama Fantasy Romance,2004-12-05,106.0,6.227550492314489
3489,88 Minutes,Crime Mystery Thriller,2007-02-14,108.0,5.956261519546014
12225,Cashback,Drama Comedy Romance,2006-09-10,102.0,6.701274695540122
298,Ocean's Thirteen,Crime Thriller,2007-06-07,122.0,6.49807923360942
1691,Hostel: Part II,Horror,2007-06-08,93.0,5.823997297981931
9408,Surf's Up,Animation Comedy Family,2007-06-08,85.0,6.018265868480316
1979,Fantastic 4: Rise of the Silver Surfer,Adventure Fantasy Action Thriller,2007-06-13,92.0,5.46117318872533
1991,Death Proof,Action Thriller,2007-05-21,113.0,6.676151622080794
9952,Rescue Dawn,Adventure Drama War,2006-09-09,126.0,6.763275178237925
2359,Sicko,Documentary,2007-05-18,123.0,6.970260134515523
3021,1408,Horror Thriller,2007-07-12,104.0,6.497241719282458
2196,Death at a Funeral,Comedy Drama,2007-02-09,90.0,6.797865739432223
1571,Live Free or Die Hard,Action Thriller,2007-06-20,128.0,6.405159646775077
2959,License to Wed,Comedy,2007-07-04,91.0,5.749220846748145
2698,Evan Almighty,Fantasy Comedy Family,2007-06-09,96.0,5.438681177208807
1858,Transformers,Adventure Science Fiction Action,2007-06-27,144.0,6.595266630924578
675,Harry Potter and the Order of the Phoenix,Adventure Fantasy Family Mystery,2007-06-28,138.0,7.374412966328452
3563,I Now Pronounce You Chuck & Larry,Comedy Romance,2007-07-12,115.0,5.934717892425906
4688,Across the Universe,Adventure Drama Music Romance,2007-09-14,133.0,6.926898642384671
10074,Hot Rod,Action Comedy,2007-08-03,88.0,6.358227073250996
2270,Stardust,Adventure Fantasy Romance Family,2007-08-09,127.0,7.115472228320527
35,The Simpsons Movie,Animation Comedy Family,2007-07-25,87.0,6.872655035647585
3638,No Reservations,Comedy,2007-07-25,104.0,6.220512729719202
6589,Underdog,Action Adventure Comedy Family,2007-08-03,84.0,5.5573242113012835
8669,Charlie Bartlett,Comedy Drama,2008-02-22,97.0,6.489109056548259
2503,The Bourne Ultimatum,Action Drama Mystery Thriller,2007-08-03,115.0,7.257319016765889
10795,Tell No One,Drama Thriller Crime Mystery,2006-11-01,131.0,7.109361399883774
8363,Superbad,Comedy,2007-08-17,113.0,6.9635702049916635
17350,The Brice Man,Comedy,2005-01-01,98.0,5.8146955837186365
5174,Rush Hour 3,Action Comedy Crime Thriller,2007-08-08,91.0,6.1622001185647495
9703,The Last Legion,Action Adventure Fantasy War,2007-04-19,102.0,5.637227875515472
9750,Balls of Fury,Comedy Crime,2007-08-29,90.0,5.727698499817052
10760,Sydney White,Comedy,2007-09-21,108.0,6.188493318260509
4349,The Kingdom,Thriller Action Drama,2007-08-22,110.0,6.493758218523966
4858,The Invasion,Science Fiction Thriller,2007-08-17,99.0,5.9353123839177275
10431,War,Action Thriller Crime,2007-08-24,103.0,6.130196415705712
12435,The Nanny Diaries,Comedy Drama Romance,2007-08-24,106.0,6.220756189779243
2082,Halloween,Horror,2007-08-31,109.0,6.036976587971231
11835,Death Sentence,Action Crime Drama Thriller,2007-08-31,105.0,6.425430483673271
2335,Taxi 4,Action Comedy,2007-02-10,91.0,5.7601138657038256
1992,Planet Terror,Horror Action Thriller,2007-04-06,105.0,6.496670066147144
5176,3:10 to Yuma,Western,2007-09-06,122.0,6.850200229153814
4141,Shoot 'Em Up,Action Thriller Comedy Crime,2007-07-26,86.0,6.337081861069058
4347,Atonement,Drama Romance,2007-08-29,123.0,7.279979201571438
4413,The Brave One,Crime Drama Thriller,2007-09-14,122.0,6.4281682151691975
6973,In the Valley of Elah,History Drama Thriller Crime Mystery,2007-08-31,124.0,6.552410150448764
2252,Eastern Promises,Thriller Crime Mystery,2007-09-14,100.0,7.086829906466139
7737,Resident Evil: Extinction,Horror Action Science Fiction,2007-09-20,94.0,6.140718197507304
10030,Good Luck Chuck,Comedy,2007-09-21,101.0,5.827645462444177
5915,Into the Wild,Adventure Drama,2007-09-11,148.0,7.735669692009919
13680,The Game Plan,Comedy Family,2007-09-28,110.0,6.127566185085396
4588,"Lust, Caution",Action Drama Romance Thriller,2007-09-28,156.0,6.6450276378063045
9038,The Heartbreak Kid,Comedy,2007-10-05,116.0,5.915634693276523
7211,Dan in Real Life,Comedy Romance Drama,2007-10-26,98.0,6.49192029434173
4538,The Darjeeling Limited,Adventure Drama Comedy,2007-09-29,91.0,7.003257059788344
2001,We Own the Night,Drama Crime Thriller,2007-05-25,117.0,6.49132302657233
4517,Elizabeth: The Golden Age,Drama History Romance,2007-09-09,114.0,6.556966625405796
4566,Michael Clayton,Drama Mystery Crime,2007-09-28,119.0,6.569722026857372
6615,Lars and the Real Girl,Comedy Romance Drama,2007-10-12,106.0,6.951956150577141
4513,30 Days of Night,Horror Thriller,2007-10-17,113.0,6.246371095276191
5125,Rendition,Drama Thriller,2007-09-07,120.0,6.319276059783991
4771,Gone Baby Gone,Crime Drama Mystery,2007-10-19,113.0,7.102658554389217
4512,The Assassination of Jesse James by the Coward Robert Ford,Action Drama Western,2007-09-02,160.0,6.91152764069404
2011,Persepolis,Animation Drama,2007-05-23,95.0,7.3840166086002
5708,Control,Drama,2007-09-26,121.0,7.051295939728756
3603,Black Sheep,Horror Comedy,2006-09-09,87.0,6.042865135569874
663,Saw IV,Horror Thriller Crime,2007-10-25,93.0,5.983583163880442
7347,Elite Squad,Drama Action Crime,2007-10-12,115.0,7.487443761326545
4982,American Gangster,Drama Crime,2007-11-02,157.0,7.3121365227864406
5559,Bee Movie,Family Animation Adventure Comedy,2007-10-28,91.0,5.790478299664272
7972,Before the Devil Knows You're Dead,Crime Drama Thriller,2007-09-26,117.0,6.768543957496579
2013,The Diving Bell and the Butterfly,Drama,2007-05-22,112.0,7.135054030979388
6977,No Country for Old Men,Crime Drama Thriller,2007-11-08,122.0,7.639492542072379
4953,Be Kind Rewind,Drama Comedy,2008-01-20,102.0,6.274700194438097
5123,August Rush,Family Drama Music,2007-11-21,114.0,7.081523255800943
13363,The Man from Earth,Science Fiction Drama,2007-06-10,87.0,7.470764385444772
4515,Lions for Lambs,Action Adventure Drama History,2007-10-22,92.0,6.197844161725129
5375,Fred Claus,Action Comedy Drama,2007-11-03,116.0,5.919876856983086
2310,Beowulf,Adventure Action Animation,2007-11-05,115.0,5.653472230483473
2284,Mr. Magorium's Wonder Emporium,Comedy,2007-11-14,93.0,6.14433202655376
5876,The Mist,Science Fiction Horror Thriller,2007-11-21,126.0,6.6773306094747955
4523,Enchanted,Comedy Family Fantasy Romance,2007-11-20,107.0,6.587903297811438
1620,Hitman,Action Crime Drama Thriller,2007-11-21,89.0,5.980362796795731
13474,P2,Horror Thriller,2007-11-09,98.0,6.084392279319021
13483,Awake,Thriller Crime Mystery,2007-11-28,84.0,6.349332706821891
2268,The Golden Compass,Adventure Fantasy,2007-12-04,113.0,5.871515802216805
6479,I Am Legend,Drama Horror Action Thriller Science Fiction,2007-12-14,101.0,6.886718768530412
6477,Alvin and the Chipmunks,Comedy Music Family Fantasy Animation,2007-12-13,92.0,5.613538129694406
7249,Futurama: Bender's Big Score,Animation Comedy Science Fiction,2007-11-27,88.0,6.977704598121723
3902,I'm Not There.,Drama Music,2007-10-01,135.0,6.544127939062776
13186,Wrong Turn 2: Dead End,Horror Thriller,2007-08-25,96.0,5.8581018711281025
6537,The Orphanage,Horror Drama Thriller,2007-08-27,105.0,6.976569352143749
7326,Juno,Comedy Drama Romance,2007-12-05,96.0,6.9659418980755055
1989,My Blueberry Nights,Drama Romance,2007-05-16,111.0,6.267435053055252
7350,The Bucket List,Drama Comedy,2007-12-25,97.0,6.935111181772515
7979,The Kite Runner,Drama,2007-10-14,128.0,7.065972237063229
13198,Wristcutters: A Love Story,Comedy Drama Fantasy Romance,2006-01-24,88.0,6.587147395453971
13885,Sweeney Todd: The Demon Barber of Fleet Street,Drama Horror Music,2007-12-20,116.0,6.955787041438701
6637,National Treasure: Book of Secrets,Action Adventure Mystery Thriller,2007-12-13,124.0,6.130779770309332
7345,There Will Be Blood,Drama,2007-12-28,158.0,7.768911151028561
6538,Charlie Wilson's War,Comedy Drama History,2007-12-19,102.0,6.491582298686703
440,Aliens vs Predator: Requiem,Fantasy Action Science Fiction Thriller Horror,2007-12-25,94.0,5.174263958541095
6575,Walk Hard: The Dewey Cox Story,Comedy Music,2007-12-21,96.0,6.545920625509958
54318,The Water Horse,Fantasy Adventure Family,2007-12-25,112.0,6.361311951304028
6023,P.S. I Love You,Drama Romance,2007-11-15,126.0,6.928073709599252
6557,27 Dresses,Comedy Romance,2008-01-10,111.0,6.15095849440812
4787,Cassandra's Dream,Crime Drama Thriller,2007-06-18,108.0,6.257715867917479
7508,Taare Zameen Par,Drama,2007-12-21,165.0,7.145690152374928
8329,[REC],Horror Mystery,2007-04-10,78.0,7.010030802460255
2312,In the Name of the King: A Dungeon Siege Tale,Adventure Fantasy Action Drama,2007-11-29,127.0,5.081328976591019
7191,Cloverfield,Action Thriller Science Fiction,2008-01-15,85.0,6.404792150566026
13252,Cleaner,Crime Thriller Mystery,2007-09-11,88.0,6.154222476290096
11908,Hatchet,Comedy Horror,2006-04-27,83.0,6.085589763055217
14069,The Girl Who Leapt Through Time,Fantasy Animation Drama Science Fiction,2006-07-15,98.0,7.443318174690293
6933,One Missed Call,Horror Mystery Thriller,2008-01-04,87.0,5.549623694433308
8090,Untraceable,Drama,2008-01-22,101.0,6.128863625787343
7555,Rambo,Action Thriller,2008-01-24,92.0,6.410072124842365
7278,Meet the Spartans,Comedy,2008-01-24,84.0,4.607121347057971
9030,The Eye,Drama Horror Thriller,2008-02-01,98.0,5.850843049416047
11253,Hellboy II: The Golden Army,Adventure Fantasy Science Fiction,2008-07-11,120.0,6.497536043114125
8321,In Bruges,Comedy Drama Crime,2008-02-08,107.0,7.305828661969965
13121,Teeth,Comedy Horror,2007-01-19,94.0,5.746311833621246
8676,Fool's Gold,Romance Comedy Adventure,2008-02-07,112.0,5.679762726287826
8247,Jumper,Adventure Fantasy Science Fiction,2008-02-10,88.0,5.9455455652311295
8390,"Definitely, Maybe",Comedy Romance,2008-02-08,112.0,6.654604403434492
7461,Vantage Point,Drama Action Thriller Crime,2008-02-01,90.0,6.33117206951821
8204,The Spiderwick Chronicles,Adventure Family Fantasy,2008-02-14,95.0,6.336884879071347
8328,Step Up 2: The Streets,Music Drama Romance,2008-02-14,98.0,6.494834124621913
12184,The Other Boleyn Girl,Drama,2008-02-28,115.0,6.41789409413484
13260,Semi-Pro,Comedy,2008-02-28,91.0,5.813914009495722
7942,"Run, Fatboy, Run",Comedy Romance,2007-09-06,100.0,6.309162877657668
7840,"10,000 BC",Adventure Action Drama Fantasy,2008-02-22,109.0,5.300890597752033
8848,The Bank Job,Thriller Crime Drama,2008-02-28,112.0,6.57669851836489
13460,Doomsday,Action Thriller Science Fiction,2008-03-14,108.0,6.001824557941432
12222,Horton Hears a Who!,Animation Comedy Family Adventure Fantasy,2008-03-03,88.0,6.325551346771595
8461,Funny Games,Horror Thriller Crime,2007-10-20,112.0,6.338468578865269
12246,Mongol: The Rise of Genghis Khan,History,2007-09-20,120.0,6.486997889048384
12177,The Love Guru,Comedy Romance,2008-06-20,87.0,5.16296355816557
13025,Diary of the Dead,Horror Action Science Fiction,2007-09-08,95.0,5.885238174973798
7985,Penelope,Fantasy Comedy Romance,2006-03-01,103.0,6.4925734867148055
13016,Zeitgeist,Documentary History,2007-06-01,118.0,6.7470700118340075
155,The Dark Knight,Drama Action Crime Thriller,2008-07-16,152.0,8.276488399222844
8456,Never Back Down,Drama Action,2008-03-04,115.0,6.493702405276788
8457,Drillbit Taylor,Comedy,2008-03-20,102.0,5.850843049416047
8065,21,Drama Crime,2008-03-27,123.0,6.497301605326133
10488,Nim's Island,Adventure Comedy Family Fantasy,2008-04-03,96.0,5.878990646588273
11152,The Ruins,Drama Horror,2008-04-02,91.0,5.925056544048196
9870,Forgetting Sarah Marshall,Comedy Romance Drama,2008-04-17,111.0,6.408695948257551
11918,Superhero Movie,Action Comedy Science Fiction,2008-03-27,85.0,5.354466270651128
1266,Street Kings,Action Crime Drama Thriller,2008-04-10,109.0,6.35250342899948
13335,Harold & Kumar Escape from Guantanamo Bay,Comedy Adventure,2008-04-25,107.0,6.265530410090905
8827,99 francs,Drama Comedy,2007-09-25,100.0,6.431736695258018
7459,Speed Racer,Action Family Science Fiction,2008-05-09,135.0,5.9384861540283715
1729,The Forbidden Kingdom,Action Adventure Fantasy,2008-04-18,104.0,6.343670304938246
13007,Religulous,Comedy Documentary,2008-10-01,101.0,6.877150872057568
13018,Deception,Thriller,2008-04-24,107.0,6.043817538724236
8780,Baby Mama,Comedy,2008-04-23,99.0,6.095272092988287
8617,Prom Night,Crime Horror,2008-04-10,88.0,5.611437314971893
1726,Iron Man,Action Science Fiction Adventure,2008-04-30,126.0,7.383731128738967
10761,Made of Honor,Comedy Romance,2008-05-02,101.0,6.132937392878464
8681,Taken,Action Thriller,2008-02-18,93.0,7.174755498249506
14784,The Fall,Adventure Fantasy Drama,2008-01-03,117.0,7.367414091424957
13008,An American Crime,Crime Drama,2007-07-27,97.0,6.893151735202229
9029,What Happens in Vegas,Comedy Romance,2008-05-07,99.0,5.897181527448804
8277,American Pie Presents: Beta House,Comedy,2007-12-10,88.0,5.668397365532383
2454,The Chronicles of Narnia: Prince Caspian,Adventure Family Fantasy,2008-05-15,150.0,6.315193826006961
15356,The Girl Next Door,Thriller Crime Drama Horror,2007-07-19,91.0,6.488548276262126
217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure Action,2008-05-21,122.0,5.745538746850892
12245,The Oxford Murders,Crime Mystery Thriller,2008-01-18,107.0,6.052633373050497
10885,Shutter,Horror Mystery Thriller,2008-03-21,85.0,5.845855563781176
4564,Sex and the City,Comedy Drama Romance,2008-05-12,145.0,6.1106194364098165
10665,The Strangers,Thriller Horror Mystery,2008-05-29,86.0,6.113265043259679
9022,All the Boys Love Mandy Lane,Horror Mystery Thriller,2008-02-15,90.0,6.033623487710848
9502,Kung Fu Panda,Adventure Animation Family Comedy,2008-06-04,90.0,6.879880363886974
10661,You Don't Mess with the Zohan,Comedy Action,2008-06-05,113.0,5.626852047183001
8645,The Happening,Thriller Science Fiction,2008-06-11,91.0,5.123204179025466
1724,The Incredible Hulk,Science Fiction Action Adventure,2008-06-12,114.0,6.1184147609182755
10681,WALL·E,Animation Family,2008-06-22,98.0,7.767839720251663
8909,Wanted,Action Thriller Crime,2008-06-19,110.0,6.4042924950567715
8960,Hancock,Fantasy Action,2008-07-01,92.0,6.21363685792546
11665,Get Smart,Action Comedy Thriller,2008-06-19,110.0,6.061505124951887
13205,Bambi II,Animation Drama Family,2006-01-26,72.0,6.211070512369706
11631,Mamma Mia!,Comedy Romance,2008-07-03,108.0,6.407382015009858
8265,Welcome to the Sticks,Comedy,2008-01-09,106.0,6.654604403434492
88751,Journey to the Center of the Earth,Action Science Fiction Adventure Comedy Family,2008-07-10,93.0,5.871232196920505
11260,Meet Dave,Comedy Science Fiction Adventure Family,2008-07-08,90.0,5.506237179188031
16007,Death Note,Fantasy Mystery Thriller,2006-06-17,126.0,6.638310569475928
6687,Transsiberian,Thriller Crime Mystery,2008-01-18,111.0,6.488163344371777
13183,Watchmen,Action Mystery Science Fiction,2009-03-05,163.0,6.9724031172807095
13012,Felon,Action Crime Drama,2008-07-17,103.0,6.848807804362718
12133,Step Brothers,Comedy,2008-07-25,98.0,6.496603146254602
8836,The X Files: I Want to Believe,Drama Mystery Science Fiction Thriller,2008-07-24,104.0,5.724458665620641
14048,Man on Wire,Thriller Documentary Crime History,2008-07-25,94.0,7.128448674074038
10898,The Little Mermaid II: Return to the Sea,Family Animation,2000-08-30,72.0,6.0828173584476595
1735,The Mummy: Tomb of the Dragon Emperor,Adventure Action Fantasy,2008-07-01,112.0,5.329134546223527
10185,The Midnight Meat Train,Mystery Drama Crime Thriller Horror,2008-08-07,98.0,6.166903775199835
5038,Vicky Cristina Barcelona,Drama Romance,2008-08-15,96.0,6.670061416479938
13851,Batman: Gotham Knight,Animation Action Adventure,2008-07-03,75.0,6.590556839700075
10189,Pineapple Express,Action Comedy,2008-08-06,111.0,6.584781274597987
12289,Red Cliff,Adventure Drama Action,2008-07-10,150.0,6.826905487576907
10188,The Sisterhood of the Traveling Pants 2,Adventure Comedy Drama Family,2008-08-06,117.0,6.247956222625556
13649,High School Musical 2,Comedy Drama Family Music,2007-08-17,104.0,6.157255089981537
7446,Tropic Thunder,Action Comedy,2008-08-09,107.0,6.497736643781856
12180,Star Wars: The Clone Wars,Thriller Animation Action Science Fiction Adventure Fantasy,2008-08-05,98.0,5.981438238957448
8885,Waltz with Bashir,Drama Animation War,2008-06-25,90.0,7.332542541719658
13310,Let the Right One In,Horror Drama,2008-01-26,115.0,7.358059044028284
10483,Death Race,Action Thriller Science Fiction,2008-08-22,105.0,6.0555123179052925
12620,The House Bunny,Romance Comedy,2008-08-22,97.0,5.797421347373905
13515,Mirrors,Horror Mystery Thriller,2008-08-15,110.0,6.11586286535279
4944,Burn After Reading,Comedy Drama,2008-09-05,96.0,6.497005183515751
13805,Disaster Movie,Action Comedy,2008-08-29,87.0,4.416522716928597
9381,Babylon A.D.,Action Adventure Science Fiction Thriller,2008-08-20,101.0,5.602803204180312
13291,Traitor,Drama Action Thriller Crime,2008-08-23,114.0,6.54533598362358
8285,The Spirit,Action Comedy Thriller Crime Science Fiction,2008-12-25,103.0,5.287524459504606
13184,Bangkok Dangerous,Action Crime Thriller,2008-08-21,99.0,5.475351439396622
13389,Righteous Kill,Action Crime Drama Thriller,2008-09-11,101.0,6.069325302473661
13279,Lakeview Terrace,Drama Crime Thriller,2008-09-19,110.0,6.102146065948734
12797,Ghost Town,Comedy Fantasy Romance,2008-09-19,102.0,6.426281950760547
12690,Appaloosa,Drama Western Crime,2008-09-12,115.0,6.359729707399408
13027,Eagle Eye,Mystery Thriller Action,2008-09-25,118.0,6.323183901453025
13092,How to Lose Friends & Alienate People,Comedy Romance Drama,2008-10-02,110.0,6.307553596905957
14326,Nights in Rodanthe,Drama Romance,2008-09-26,97.0,6.186794731064765
12182,Nick and Norah's Infinite Playlist,Comedy Music Romance,2008-10-03,89.0,6.421525254004981
9539,Martyrs,Horror Drama Thriller,2008-09-03,99.0,7.121557778597468
8882,Gomorrah,Drama Crime,2008-05-16,135.0,6.606634829744136
13401,The Accidental Husband,Comedy Romance,2008-02-29,90.0,5.801104170916592
12783,The Duchess,Drama History Romance,2008-09-05,110.0,6.635997021096687
14976,Rachel Getting Married,Drama,2008-10-03,113.0,6.28392096597146
12113,Body of Lies,Action Drama Thriller,2008-10-10,128.0,6.496083701520597
13600,City of Ember,Adventure Family Fantasy,2008-10-07,90.0,6.256555961163727
13051,Max Payne,Action,2008-10-15,100.0,5.459585113300287
10358,Zack and Miri Make a Porno,Comedy,2008-09-18,102.0,6.166861648703271
13596,My Best Friend's Girl,Romance Comedy,2008-09-19,101.0,5.848496903239489
4960,"Synecdoche, New York",Drama,2008-10-24,124.0,7.067655412423149
7735,The Wave,Drama Thriller,2008-03-11,107.0,7.340557586350218
12689,"Angus, Thongs and Perfect Snogging",Comedy Drama Family Romance,2008-07-25,100.0,6.430113334886763
13812,Quarantine,Horror Science Fiction Thriller,2008-10-10,89.0,5.877881339842395
13150,Pride and Glory,Thriller Crime Drama,2008-09-09,130.0,6.368918893153163
13809,RockNRolla,Action Crime Thriller,2008-09-04,114.0,6.832516630999727
11887,High School Musical 3: Senior Year,Comedy Drama Family Music Romance,2008-10-22,116.0,6.158717400727627
10527,Madagascar: Escape 2 Africa,Family Animation,2008-10-30,89.0,6.221606275390289
8338,Blindness,Drama Mystery Science Fiction Thriller,2008-05-14,121.0,6.4212917069452535
3580,Changeling,Crime Drama Mystery,2008-01-30,141.0,7.199141353120308
20766,The Road,Adventure Drama,2009-11-25,111.0,6.758974323598369
12405,Slumdog Millionaire,Drama Romance,2008-05-12,120.0,7.5414471455298
10764,Quantum of Solace,Adventure Action Thriller Crime,2008-10-30,106.0,6.118826555571881
15373,Role Models,Comedy,2008-02-03,99.0,6.416019474749286
13655,Camp Rock,Comedy Drama Family Music TV Movie,2008-06-20,94.0,6.127997151926899
11917,Saw V,Horror Thriller Crime,2008-10-23,92.0,6.07517293049675
13523,Sex Drive,Comedy Adventure Romance,2008-10-16,109.0,6.149162035316387
14405,Beverly Hills Chihuahua,Adventure Comedy Family,2008-10-03,91.0,5.567836376500596
8841,The Class,Drama,2008-09-24,128.0,6.698744288910692
13220,Splinter,Horror Thriller,2008-10-31,82.0,6.203148294747251
6972,Australia,Drama,2008-11-18,165.0,6.33185127745496
13053,Bolt,Animation Family Adventure Comedy,2008-11-21,98.0,6.314185042870646
10139,Milk,History Drama,2008-11-26,128.0,6.972810043071985
8966,Twilight,Adventure Fantasy Drama Romance,2008-11-20,122.0,5.828007877843223
13387,Transporter 3,Action Adventure Thriller Crime,2008-11-26,104.0,5.972263239323405
12193,Four Christmases,Comedy Romance Drama,2008-11-26,88.0,5.677815521007494
14574,The Boy in the Striped Pyjamas,War Drama,2008-05-07,94.0,7.581219318366056
10360,Hunger,Drama History,2008-05-15,96.0,6.953236335330625
